M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;M17;M18;M19;M20;M21;M22;M23;M24
1,661937475;0,177988004;2,708514521;0,553908759;0,562571782;0;3,143941474;2,838170411;0,542032906;3,597277537;0,256805139;0,035677825;0;0,218264158;0,336423909;0;0;0;0;0;0;0;4,87633269;0,074624102
0,928127897;0,107737255;2,479000919;0,599694785;0,406491998;0;3,751422425;2,904334714;0,426899147;4,175510511;0,410758866;0,06136786;0;0,201325978;0,367849101;0;0;0;0;0;0;0;4,749800828;0,049875205
1,616472497;0,184776186;2,67499734;1,427763524;0,485100102;0;3,28328082;2,779837646;0,34657504;3,902414654;0,324319369;0,067625138;0;0,260319987;0,435019937;0;0;0;0;0,020792522;0;0;5,215942565;0,120038972
1,109712335;0,111915562;1,16929011;0,544473782;0,212814688;0;3,697304653;2,193520101;0,33633261;4,248258321;0,425565451;0,081490946;0;0,182453225;0,27647084;0;0;0;0;0;0;0;4,955395949;0,101872695
0,622794799;0,201032927;1,549166191;0,776293755;0,249530874;0;2,703556115;2,748881925;0,471908467;4,347744285;0,531661635;0,113650728;0,016181776;0,355672512;0,546683467;0;0;0;0;0;0;0;6,45116221;0,248538999
0,030500362;0,459994411;0,740743449;0,614674066;0,100117761;0;0,969751564;1,285193961;0,257435049;4,36977424;1,33534704;0,086846045;0,007034594;0,477551548;0,557127312;0;0;0;0;0;0;0;5,122463086;0,068822876
1,484854416;0,296725186;2,770577769;0,778161288;0,54289143;0;2,589372769;2,886714929;0,538363658;4,109939379;0,405087916;0,087651898;0;0,799903685;0,510282242;0;0;0;0;0,009285781;0;0;5,874520518;0,192608794
0,255693482;0,550574676;2,635790064;0,961549286;0,558171449;0;0,44921173;1,939829143;0,361868712;3,834780752;0,379073068;0,015510834;0;0,558917809;0,328874214;0;0;0;0;0,077154568;0;0;5,084276801;0,092053681
0;0,244795264;2,588478305;0,950447194;0,562879328;0;0,130814646;1,077155936;0,319334842;3,770446315;0,278093351;0,018170713;0;0,371184791;0,170020944;0;0;0;0;0,480674674;0;0;5,960814325;0,22218424
0;0;1,321257525;4,565775207;3,028324166;0,071007337;0,239585996;3,4304497;0,564512337;0,029979238;0,096681087;0,153431824;0;2,903423946;0;0,375165492;4,04812358;0;1,899251229;3,068939658;1,711783957;0,299246694;4,778847506;0,083508625
0;0;0,494001725;4,636899592;0,069970353;0;0,111940179;3,647710007;0,415671039;0;0,005182275;2,530403448;0;0,085339201;0;0;4,177475919;0;0,72761292;2,714786217;0,22908415;0;0,145231703;0
0;0;0,169552884;4,36203024;0;0;0,082964906;3,264818822;0,331971271;0;0;1,863161944;0;0,014086931;0;0;2,090472065;0;1,12386234;0,726091727;1,912175322;0;0;0
0;0;0,184386083;4,217581184;0;0;0,069843393;3,262540128;0,293101708;0;0;2,122613184;0;0,032322354;0;0;2,447823398;0;1,73816034;2,239103102;0,76362475;0;0;0
0;0;0,254087703;4,423820581;0,007183722;0;0,06311467;3,209482652;0,271351784;0;0;0,043966778;0;0,1027548;0;0;3,777204336;0;2,552928232;3,162785488;0,499419171;0;0;0
0;0;0,291684092;4,658043915;0,026228851;0;0,091629602;3,549931207;0,371344797;0;0;0,104419049;0;0,108598802;0;0;4,473473049;0;2,759224487;3,417344062;1,900860087;0;0,008715772;0
0;0;0,329960925;4,654888288;0,034186563;0;0,07356192;3,286995004;0,281973044;0;0;0;0;0,150775152;0;0;4,099908534;0;1,760827214;3,144706231;1,539342854;0;0;0
0;0;0,408017015;4,536433933;0,036173343;0;0,060570277;3,185074217;0,292826134;0;0;0,004229741;0;0,217084099;0;0;3,920783678;0;0,519939447;2,806614795;2,230123929;0;0;0
0;0;0,60262521;4,597201444;0,0583243;0;0,062367626;3,152449237;0,287957021;0;0;0;0;2,018458191;0;0;4,223535987;0;0,419270687;2,747904732;3,555626008;0;0;0
2,397031402;0,562771364;3,285748105;1,541478348;1,116142207;0,045102985;4,104069162;3,299196464;1,27012798;4,473244084;0,952501869;0,105557102;0,016897473;0,168620592;0,438807595;0;0,047219653;0;0;0,055712651;0;0;5,152269951;0,118783635
2,22403847;1,214101287;3,37851855;1,607385864;1,168789557;0;3,468712735;2,742529694;0,955439341;4,038605702;0,726050624;0,086219622;0;0,541175134;0,392508098;0;0,055476305;0;0;0,116806934;0;0;4,988247043;0,117046715
2,351375003;0,525154236;3,305098363;1,018824346;1,14747948;0;3,920632348;2,699066787;0,513194336;4,039522415;0,525395965;0,064859188;0;0,158821949;0,245805995;0;0;0;0;0,03870746;0;0;4,313885066;0,018555032
1,37890212;0,199270411;2,578206476;0,478138306;0,482721367;0;3,391559046;3,28309553;0,419255233;4,376128163;0,447717484;0,090493762;0,017630827;0,261677037;0,525252895;0;0;0;0;0;0;0;6,213168588;0,211781274
1,792939634;0,196508187;2,597881817;0,614546286;0,477937569;0;3,814067396;2,910910055;0,483791915;4,409046027;0,537590036;0,0974069;0;0,266309413;0,31174906;0;0;0;0;0;0;0;5,347888696;0,098305877
1,087424416;0,137878962;1,449315168;0,763205766;0,256924317;0;3,744013932;2,945806556;0,516651329;4,672672381;0,588177932;0,126710251;0,035193423;0,240186524;0,403775397;0;0;0;0;0;0;0;6,285086418;0,220945781
0,802737052;0,193040622;1,262332998;0,755939613;0,207045633;0;3,218897532;1,464090785;0,324809713;4,718913801;0,755242713;0,135829745;0,04251677;0,264591456;0,407473437;0;0;0;0;0;0;0;6,14412178;0,18465868
1,21455299;0,420185606;2,215398247;1,153871466;0,396364177;0;2,801750225;2,177733101;0,469861581;4,72290246;1,284438955;0,151348795;0,051897484;0,396110373;0,476347397;0;0;0;0;0;0;0;5,972229328;0,156296819
0,535781347;0,308086926;2,568981213;0,96668627;0,504548116;0;1,701048966;2,879957939;0,666943119;4,465729666;0,587564311;0,107361987;0,027316115;0,498754438;0,699288324;0;0;0;0;0,016599928;0;0;6,486925683;0,281104209
0;0,274331979;2,676569962;1,184074192;0,562112806;0;0,275955218;2,506705426;0,58635361;4,319690498;0,41389434;0,082133294;0,006993149;0,339931428;0,279219342;0;0;0;0;0,209109593;0;0;6,350149681;0,255921352
0;0,310248395;2,58534695;0,995621326;0,482355182;0;0,248806974;1,824157147;0,413543121;4,222719873;0,404906782;0,079476061;0,00100492;0,326544102;0,183055716;0,010269952;0;0;0;0,295974543;0;0;6,136998508;2,718545321
0;0;1,55724283;4,200287996;0,356653936;0;0,198918157;0,180295775;0,589056314;0,722437292;0,169392111;0,04711009;0,025759959;1,08826293;0;0;0,680030229;0;0,00717619;0,854947615;0,054870586;0;4,048441217;0,218689163
0;0;3,040538449;4,623642943;0,884409617;0;0,098961246;3,403598313;0,474975045;0;0;0;0;0,174735367;0;0;3,09026037;0;0,060268561;1,041296105;0,219703775;0;0;0
0;0;0,40845551;4,639800714;0,034326344;0;0,030164815;3,153925741;0,290225722;0;0;0,007308395;0;0,073758433;0;0;3,183349704;0;0,361657317;0,887880101;0,154260773;0;0;0
0;0;0,220906028;4,453238177;0;0;0,057694118;3,161534356;0,275786234;0;0;0,129559804;0;0,070723705;0;0;3,354441962;0;1,762212624;2,02672566;0,291517181;0;0;0
0;0;0,378704029;4,71769932;0,052247645;0;0,078331105;3,47045505;0,325672088;0;0;0,01858974;0;0,17272768;0;0;4,377125887;0;1,866508073;2,74243677;0,203999607;0;0,006021109;0
0;0;0,450202948;4,884711278;0,058851691;0;0,099860329;3,583871525;0,399484435;0;0;0;0;0,227423316;0;0;4,65515967;0;2,821632408;3,50223068;0,372883568;0;0;0
0;0;1,587874699;4,891403177;0,20828131;0;0,105469869;3,565332257;0,377690658;0;0;0;0;0,483190189;0;0;4,441714778;0;1,55782644;3,379494588;2,147828006;0;0;0
0;0;0,935948687;4,982553058;0,14034848;0;0,103956076;3,487846771;0,37934216;0;0;0;0;2,101062755;0;0;4,488755255;0;2,270443998;3,608316641;2,289575189;0;0,023179593;0
0;0;0,825850035;4,904721458;0,091505817;0;0,068257026;3,292684702;0,330379342;0;0;0;0;1,74666328;0;0;4,124691661;0;1,104695649;3,353986847;1,578920713;0;0;0
1,893715831;0,96388902;2,967882833;1,669888594;0,954410069;0,053100928;3,826791923;3,439541207;1,419200336;4,953194035;1,907393348;0,184923587;0,073213058;0,296475405;0,554143442;0;0,091516935;0;0;0;0;0;6,246149929;0,215566078
1,493911075;0,206063993;2,822278518;1,35386686;3,131582088;0,045471827;3,383922562;2,322643059;0,669211601;4,038455766;0,526361552;0,095620359;0;0,374690309;0,467120387;0;0,164130848;0;0;0,051185439;0;0;4,677004312;0,098262314
1,404247844;0,211434059;3,006091889;0,773338743;1,328630445;0;3,381706306;2,901919504;0,59246673;4,164278762;0,484359342;0,073659945;0;0,323039994;0,53469988;0;0;0;0;0,003290369;0;0;5,522998055;0,122740667
0,736968514;0,138183048;2,644452271;0,963787469;0,518585841;0;3,109890304;3,104938663;0,530708942;3,921256452;0,341108971;0,062872946;0;0,331093936;0,445533934;0;0,000504143;0;0;0;0;0;5,70628351;0,137850822
1,050513698;0,141711588;2,196497725;1,045882186;0,339100538;0;3,776908901;2,277557331;0,399883547;4,592311159;0,475809327;0,121028111;0,007423948;0,273267238;0,382621621;0;0;0;0;0;0;0;5,74789126;0,168723898
1,71584555;0,204583358;1,90615438;0,756744627;0,345656042;0;3,508116687;2,3804597;0,499406101;4,72422761;1,232072197;0,134132173;0,03608853;0,196816185;0,403266151;0;0;0;0;0;0;0;5,358857629;0,081343092
0,591422027;0,282311396;1,127682626;0,813128204;0,202444692;0;3,293019127;2,202871784;0,407492697;5,084818235;2,158087053;0,17864695;0,082812279;0,267489221;0,564949803;0;0;0;0;0;0;0;6,506019047;0,210579001
0,098183919;0,708536264;0,807223248;0,613098582;0,131036817;0;2,111080214;1,37395431;0,292847801;5,100036674;3,410827678;0,169914494;0,085612794;0,432055506;0,814948107;0;0;0;0;0;0;0;5,745688017;0,088474127
0,211924695;0,684804291;1,406580093;0,727116118;0,22050751;0;2,113961653;2,237017163;0,409687999;4,993365248;1,932189431;0,18466532;0,072312468;0,501884383;0,495799196;0;0;0;0;0;0;0;6,568085576;0,225681058
0;0,382831258;2,382470732;1,098674524;0,440504976;0;0,423498688;2,869286897;0,640866063;5,335678687;1,211232925;0,204429423;0,128214441;0,273769765;0,314656359;0,045270958;0;0;0;0,001559403;0;0;6,881723425;0,345298417
0;0,287519708;2,10213436;0,83412224;0,333336919;0;0,246197771;1,666577202;0,292950257;4,588774018;0,717112967;0,116815571;0,042363774;0,321754397;0,217523647;0;0;0;0;0,122810338;0;0;6,138952825;0,203381546
0;0;1,499231017;5,447710434;0,30234444;0,101440802;0,158953235;0;0,205843197;0;0,061981956;0;0,003631495;0,28307711;0;0;2,889578499;4,687094707;0,133806024;0,133590075;0;0;3,420532056;0,088021851
0;0;1,749527935;4,880951286;0,233493212;0;0,069360223;3,307900285;0,414714044;0;0;0;0;0,522212636;0;0;3,576008561;0;0,588668743;2,114493374;0,022575727;0;0;0
0;0;0,436290731;4,270029776;0,030641958;0;0,025997583;2,769374054;0,207223166;0;0;0;0;0,198049735;0;0;2,33591418;0;0,585254759;2,022569479;0,242552661;0;0;0
0;0;0,310088049;4,712809343;0,062015614;0;0,079527543;3,428381605;0,365536123;0;0;0,117011861;0;0,159474869;0;0;4,106006135;0;0,52953279;2,476116133;0,13753232;0;0,046182348;0
0;0;0,526763674;4,614562708;0,052119387;0;0,03218222;2,941501496;0,216834401;0;0;0;0;0,328361644;0;0;3,344823368;0;0,930142717;3,05006329;0,18754275;0;0;0
0;0;0,456771386;4,923280018;0,076104421;0;0,078350988;3,310383622;0,320503433;0;0;0;0;0,573980899;0;0;4,265473716;0;1,682056432;3,807788265;0,134647433;0;0;0
0;0;0,677510034;5,032077503;0,095323223;0;0,098108009;3,467863539;0,361300334;0;0;0;0;1,369750882;0;0;4,633321993;0;2,547825504;3,783062565;0,049320295;0;0;0
0;0;0,621101362;4,773221034;0,075736137;0;0,055624222;3,194015411;0,238201919;0;0;0;0;2,322283177;0;0;4,44538643;0;2,28351106;3,064835264;0;0;0;0
0;0;0,615362335;4,98423448;0,089240102;0;0,07253785;3,432210303;0,324824352;0;0;0;0;1,19279101;0;0;4,422027274;0;2,249352006;3,73438188;1,48918662;0;0;0
1,66388548;0,1672201;2,607878537;0,896089427;0,517797061;0;3,554074512;3,216619351;0,577865611;4,149009306;0,407662265;0,093676306;0;0,268768294;1,565266161;0;0;0;0;0;0;0;5,730046435;0,153073925
1,335256653;0,118509064;2,492425969;0,878209849;0,54015454;0;3,488918369;2,814285719;0,476999676;3,861378019;0,347993209;0,036153913;0;0,274976058;1,467637853;0;0;0;0;0,000994723;0;0;4,418912585;0,031987788
1,424046663;0,190071363;2,747818054;1,16653014;0,583402748;0;3,311345897;2,960136515;1,428412973;3,943560005;0,447240171;0,079850453;0;0,29010317;0,495833726;0;0,002008156;0;0;0,014311439;0;0;5,252957721;0,112110698
1,230998947;0,304075442;2,638632043;0,933897145;0,570954097;0;3,027503263;2,937188117;0,660183238;4,500634429;0,687955983;0,116041001;0,022123481;2,258928079;0,580082965;0;0,009919215;0;0;0;0;0;6,053605564;0,172049437
1,595267197;0,251899334;2,756148584;1,438148901;0,548066417;0;3,545442023;3,231495486;0,636655545;4,541053899;0,617848526;0,123717096;0,034010413;0,372731246;0,448033923;0;0,003283971;0;0;0;0;0;6,164983953;0,174578983
1,416393233;0,305110162;2,647060312;0,743094539;0,551695147;0;3,410271988;3,101232068;0,535670927;4,664684227;1,761883111;0,113945316;0,025282115;0,329728076;0,48258276;0;0;0;0;0;0;0;6,026259994;0,144201939
0,742881896;0,358097796;1,988877544;0,871383381;0,365739529;0;3,004096779;3,020266246;0,604107386;4,748704795;2,26459564;0,13992667;0,050727341;0,374467135;1,680758294;0;0;0;0;0;0;0;6,765820575;0,244170976
0,178324173;0,566879149;1,150381656;0,701358785;0,211003565;0;2,520955448;2,643657781;0,494247992;5,182091565;3,749593286;0,1840964;0,07625435;0,346404346;0,593592887;0;0;0;0;0;0;0;6,45918951;0,186323428
0,405771598;0,918758211;1,881602893;0,840977273;0,324421503;0;2,503506516;2,351049222;0,517101715;4,584415908;3,644141296;0,082841818;0;0,294577094;0,520601737;0;0;0;0;0;0;0;5,094610348;0,017424117
0;1,016818493;0,817828903;0,678397532;0,144624385;0;0,793764221;2,276705789;0,412664091;4,892863859;3,781642006;0,136267756;0,052598225;0,763715027;0,632037035;0;0;0;0;0;0;0;5,979356706;0,131583168
0;0,714951183;0,528153284;0,591712994;0,066095609;0;0,506591072;1,087069198;0,262553146;4,250550244;3,56937761;0,069080593;0;0,753912887;0,813694903;0;0;0;0;0;0;0;4,016885616;0
0;0;1,623184542;4,177759361;0,712373318;0,09113537;1,557971629;2,732488755;3,19946263;1,683436164;0,858919483;0,172975248;0;1,643903193;0,04121655;0,025639621;3,805891146;0;1,244472677;2,196805839;0,21981151;0;2,200073307;0,069077273
0;0;1,055024167;4,75641457;0,103009003;0;0,007026468;2,820857035;0,170519469;0;0;0;0;2,022752111;0;0;3,184007193;0;0,600340368;1,253125755;0;0;0;0
0;0;0,795376039;4,91135853;0,084789856;0;0,02882451;2,959697752;0,225497311;0;0;0;0;1,813744455;0;0;3,270507882;0;0,501521616;2,624143714;0;0;0;0
0;0;0,751844122;4,900930045;0,101015649;0;0,062405502;3,216450892;0,286306508;0;0;0;0;1,467298148;0;0;3,991357853;0;1,486903486;2,791645949;0;0;0;0
0;0;1,378411083;4,940921212;0,161066604;0;0,080532295;3,378116767;0,341407221;0;0;0;0;0,80661546;0;0;4,298945464;0;0,782095907;3,489220697;0,080695694;0;0;0
0;0;3,02869933;4,898191112;0,879718575;0;0,116629882;3,582204394;0,445490144;0;0;0;0;0,410345668;0;0;4,627578017;0;0,635365185;3,074662165;0,08830029;0;0,046143249;0
0;0;1,655405662;4,93280067;0,211483087;0;0,086369803;3,444945717;0,374837393;0;0;0;0;0,661305526;0;0;4,494080356;0;2,061695473;3,529088875;0,125301122;0;0;0
0;0;1,69670625;5,022179717;0,257391613;0;0,109702192;3,46333968;0,443307896;0;0;0;0;2,396953471;0;0;4,740330546;0;2,413671139;3,568123549;0;0;0,07276585;0
0;0;0,670721145;4,945939611;0,092073054;0;0,059810598;3,188086663;0,269365343;0;0;0;0;1,796581612;0;0;4,156613035;0;1,736993373;3,836624743;0,065490425;0;0;0
1,267497405;0,120515352;1,640236842;0,658613342;0,253070446;0;3,660588659;2,279497922;0,343256143;4,144441985;0,385723831;0,078949729;0;0,160096967;1,454173299;0;0;0;0;0;0;0;4,856072378;0,086674369
1,057275415;0,201849949;1,535475697;0,833937281;0,248144069;0;3,29573147;2,428158634;0,3586619;4,532007918;0,772546069;0,123138055;0,025809138;0,296128169;1,744877688;0;0;0;0;0;0;0;6,015437101;0,188042899
1,051302788;0,183282901;2,498631967;0,882179751;0,495715321;0;3,18709755;3,411656661;0,75937026;4,384850629;0,715078414;0,117176348;0,028968909;0,327395857;1,698311192;0;0;0;0;0;0;0;6,512182284;0,231416849
1,121186429;0,199843259;2,563082465;0,95676759;0,537195033;0;3,268198121;3,312339559;1,418913808;4,3866304;0,608361187;0,120180276;0,011358762;0,368718026;0,6805959;0;0;0;0;0;0;0;6,303632805;0,225901181
0,702442552;0,328765667;2,372055577;0,975531603;0,447640218;0;3,137631473;3,153487803;0,639130142;4,879670007;1,181592942;0,158811319;0,080475387;0,384223155;0,460746323;0;0;0;0;0;0;0;6,947217255;0,30279186
0,543270448;0,569622019;2,187934294;0,896691499;0,394107756;0;2,886650822;3,059038047;0,675933664;4,967091197;2,861105414;0,156812151;0,077489385;0,368910003;0,494860103;0;0;0;0;0;0;0;6,972239044;0,303586995
1,051104711;1,076931771;2,526881837;1,40756653;0,715296983;0,059681486;3,483590977;3,284935252;1,230537605;5,240617026;3,873301545;0,20387211;0,097421985;0,283466428;0,865976399;0;0;0;0;0;0;0;6,348056246;0,208826485
0,146794466;0,817833019;1,907647917;0,858766688;0,329647642;0;1,754566797;2,870159093;0,630713526;5,089576837;3,68075276;0,152022831;0,08779752;1,207562895;0,720515466;0;0;0;0;0;0;0;6,691721697;0,228901145
0,128794308;0,758322755;1,124666792;0,771257488;0,192679643;0;2,346183661;2,469856516;0,544402662;5,113317875;3,862162282;0,175642774;0,082063511;0,448114525;2,126362573;0;0;0;0;0;0;0;6,120060145;0,136182066
0;0,862724009;0,488434155;0,605337228;0,076240509;0;0,707885028;1,648252346;0,359630827;4,831217862;4,090148571;0,125979958;0,061501432;0,794038574;2,006472526;0;0;0;0;0;0;0;5,122667396;0,039567311
0;1,043437911;0,477902243;0,639697734;0,089501476;0;0,268159773;1,718511283;0,355620819;4,541321167;3,86322367;0,117765853;0,028219218;2,935888929;0,987986527;0;0;0;0;0;0;0;5,223570812;0,064907687
0,046454376;0;1,74451755;4,650495218;0,943916117;0,200991893;1,096478588;3,375480544;1,37903266;2,267171586;2,739135634;0,604344367;0;3,006189575;0,578299682;0,272017224;3,961109679;0,186001952;2,023164676;2,534698743;2,603250258;0,211658975;0;1,682816141
0;0;2,073320185;4,911959848;0,404651291;0;0,048236444;3,136971672;0,360990791;0;0;0;0;2,243753523;0;0;3,702509745;0;0,464340207;1,872550917;0;0;0;0
0;0;0,880262251;4,933016697;0,100955825;0;0,03143018;3,208869192;0,259832808;0;0;0;0;2,700953426;0;0;3,942767863;0;1,020231149;2,256040633;0;0;0;0
0;0;0,555674274;4,955356255;0,092697016;0;0,06076214;3,239066423;0,289830484;0;0;0;0;2,181198356;0;0;4,246637861;0;0,673976449;3,550870125;0;0;0;0
0;0;1,75236482;4,947449482;0,239712387;0;0,074634022;3,297423544;0,356264419;0;0;0;0;2,401796292;0;0;4,38391748;0;0,63944412;3,222700735;0;0;0,032861815;0
0;0;3,170862643;4,674811309;0,894442749;0,040541361;0,176219253;3,702165315;0,533751811;0;0,031114487;0,958847203;0;0,171311789;0;0;4,056216532;0;0,041422175;2,784653163;3,278798037;0;0,089565228;0
0;0;1,864174366;4,740385962;0,252486133;0;0,051881871;3,165654051;0,294986524;0;0;0;0;2,107386232;0;0;4,422370058;0;1,806783745;2,775144196;0;0;0;0
0;0;0,940093307;4,968419174;0,113781489;0;0,065873179;3,339796872;0,296218954;0;0;0;0;2,759251248;0;0;4,593737419;0;1,507175408;3,473184519;0;0;0,015739472;0
0;0;0,595039134;5,079712806;0,085394776;0;0,073072576;3,455755434;0,341343633;0;0;0;0;2,503575238;0;0;4,719528819;0;2,5492711;3,915203659;0,001552514;0;0;0